diggCount,hashtags_0_id,hashtags_0_name,hashtags_0_title,hashtags_1_id,hashtags_1_name,hashtags_1_title,hashtags_2_id,hashtags_2_name,hashtags_2_title,hashtags_3_id,hashtags_3_name,hashtags_3_title,hashtags_4_id,hashtags_4_name,hashtags_4_title,hashtags_5_id,hashtags_5_name,hashtags_5_title,hashtags_6_id,hashtags_6_name,hashtags_6_title,hashtags_7_id,hashtags_7_name,hashtags_7_title,hashtags_8_id,hashtags_8_name,hashtags_8_title,hashtags_9_id,hashtags_9_name,hashtags_9_title,hashtags_10_id,hashtags_10_name,hashtags_10_title,hashtags_11_id,hashtags_11_name,hashtags_11_title,hashtags_12_id,hashtags_12_name,hashtags_12_title,hashtags_13_id,hashtags_13_name,hashtags_13_title,hashtags_14_id,hashtags_14_name,hashtags_14_title,hashtags_15_id,hashtags_15_name,hashtags_15_title,hashtags_16_id,hashtags_16_name,hashtags_16_title,hashtags_17_id,hashtags_17_name,hashtags_17_title,hashtags_18_id,hashtags_18_name,hashtags_18_title,hashtags_19_id,hashtags_19_name,hashtags_19_title,hashtags_20_id,hashtags_20_name,hashtags_20_title,hashtags_21_id,hashtags_21_name,hashtags_21_title,hashtags_22_id,hashtags_22_name,hashtags_22_title,hashtags_23_id,hashtags_23_name,hashtags_23_title,hashtags_24_id,hashtags_24_name,hashtags_24_title,hashtags_25_id,hashtags_25_name,hashtags_25_title,hashtags_26_id,hashtags_26_name,hashtags_26_title,hashtags_27_id,hashtags_27_name,hashtags_27_title,hashtags_28_id,hashtags_28_name,hashtags_28_title,hashtags_29_id,hashtags_29_name,hashtags_29_title,hashtags_30_id,hashtags_30_name,hashtags_30_title,hashtags_31_id,hashtags_31_name,hashtags_31_title,hashtags_32_id,hashtags_32_name,hashtags_32_title,hashtags_33_id,hashtags_33_name,hashtags_33_title,hashtags_34_id,hashtags_34_name,hashtags_34_title,hashtags_35_id,hashtags_35_name,hashtags_35_title,hashtags_36_id,hashtags_36_name,hashtags_36_title,hashtags_37_id,hashtags_37_name,hashtags_37_title,hashtags_38_id,hashtags_38_name,hashtags_38_title,hashtags_39_id,hashtags_39_name,hashtags_39_title,hashtags_40_id,hashtags_40_name,hashtags_40_title,hashtags_41_id,hashtags_41_name,hashtags_41_title,hashtags_42_id,hashtags_42_name,hashtags_42_title,hashtags_43_id,hashtags_43_name,hashtags_43_title,hashtags_44_id,hashtags_44_name,hashtags_44_title,hashtags_45_id,hashtags_45_name,hashtags_45_title,hashtags_46_id,hashtags_46_name,hashtags_47_id,hashtags_47_name,hashtags_47_title,hashtags_48_id,hashtags_48_name,hashtags_48_title,input,isAd,isMuted,musicMeta_musicAlbum,musicMeta_musicAuthor,musicMeta_musicId,musicMeta_musicName,musicMeta_musicOriginal,playCount,searchHashtag_name,searchHashtag_views,searchQuery,text,videoMeta_duration
252900,1648305453809670.0,fpyシ,,7221.0,military,,20717291.0,paratii,,321139.0,quito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,,Sisa B 💂‍♂️💂‍♂️,7354152333096864518,sonido original,True,1100000,quito,36100000000.0,,#fpyシ #military #paratii #quito ,10
3870,7.135872964294017e+18,estasenquito,,1683708544817154.0,huecasquito,,321139.0,quito,,7216359.0,uio,,1630094595886086.0,nortedequito,,35289475.0,centrodequito,,70921978.0,surdequito,,31306.0,ecuador,,1671381017004038.0,ecuadorturismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,,Estas en Quito✅,7390044944343288581,sonido original,True,175400,quito,36100000000.0,,#estasenquito #huecasquito #quito #uio #nortedequito #centrodequito #surdequito #ecuador #ecuadorturismo ,64
173700,1663935709411330.0,capcut,"CapCut is a new, easy-to-use video editing tool designed for mobile platforms. CapCut provides users with a wide range of video editing functions, filters, audio &amp; visual effects, video templates, while keeping it free of charge and ads-free. Everyone can be a creator by using CapCut. Start creating your cool videos today: https://capcut.onelink.me/XKqI/228cad85",321139.0,quito,,22356511.0,quitoecuador,,7.344464100809654e+18,chismesquito,,13373613.0,rosadeguadalupe,,1662229077407750.0,kerlymoran,,64897304.0,dayanamoran,,1609549361144837.0,gerardomoran,,7.372347928950735e+18,elysegovia,,73479845.0,kikejav,,83780720.0,elmasquerido,,1672161989780966.0,jennyromero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,,Las Novelas de Quito,7380536662635498246,sonido original,True,4000000,quito,36100000000.0,,#CapCut #quito #quitoecuador #chismesquito #rosadeguadalupe #kerlymoran #dayanamoran #gerardomoran #elysegovia #kikejav #elmasquerido #jennyromero @El Más Querido ,23
224000,19336.0,humor,¡Es hora de reírte como nunca! Los videos más divertidos están aquí en TikTok. 😂😂😂,1668341.0,chiste,,143516.0,comedia,"¡El rincón de la risa en TikTok! Disfruta y comparte los mejores memes, chistes e historias de comedia para divertir a todos en casa.",20884.0,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,2892473.0,tendencia,,9843.0,usa,,8181.0,mexico,México lindo y querido! 🇲🇽🇲🇽 No olvides utilizar el tag #mexico en tu video!,20050.0,colombia,,31306.0,ecuador,,321139.0,quito,,716128.0,cdmx,,17669.0,peru,,76132.0,españa,,5745.0,newyork,,3985.0,panama,Join #Panama hosted by @i_am_kiran！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,,UniversalPicturesMX,7298777685132348165,sonido original - UniversalPicturesMX,True,9800000,quito,36100000000.0,,Solo es humor 😊 #humor #chiste #comedia #viral #tendencia #usa #mexico #colombia #ecuador #quito #cdmx #peru #españa #newyork #panama ,9
74100,,,,1760812.0,valle,,13698079.0,valledeloschillos,,71544.0,plan,,502763.0,glamping,,7216359.0,uio,,321139.0,quito,,31306.0,ecuador,,2704742.0,ferias,O que você anda fazendo nessas férias?🏊🏾 ⛹🏾 🏋🏾 🚴🏾,5048.0,navidad,!Feliz Navidad!,2782901.0,findeaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,Entre Mar y Palmeras (Live),Juan Luis Guerra 4.40,6964693272636475394,Vale la Pena - Live,False,1700000,quito,36100000000.0,,"🌈 El mejor plan a menos de una hora de Quito, disfruta de un Glamping en el Valle de los Chillos con @vistaalaja  #valle #valledeloschillos #plan #glamping #uio #quito #ecuador #ferias #navidad #findeaño ",56
4428,1650114181321734.0,metrodequito,,10328642.0,gobierno,,79960.0,todos,,8004762.0,riesgo,,11513533.0,economia,,13700077.0,transporte,,8245904.0,noticias,,31306.0,ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,,Lyrebirds music,6997840505614632962,"News, news, seriousness, tension(1077866)",False,163500,quito,36100000000.0,,Falta de pago pone en riesgo operacion Metro de Quito 🚨😳 #metrodequito #gobierno #todos #riesgo #economia #transporte #noticias #ecuador ,67
882900,1637342470396934.0,fypシ,,20884.0,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,31306.0,ecuador,,321139.0,quito,,77302.0,monlaferte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,,love_satánico,7362425890418346757,sonido original,True,3600000,quito,36100000000.0,,Andamos trostes #fypシ #viral #ecuador #quito #monlaferte ,39
34300,10400596.0,parapente,,321139.0,quito,,31306.0,ecuador,,1705596314316806.0,planesquito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,Si no Estás,iñigo quintero,7212611027148654593,Si no Estás,False,1300000,quito,36100000000.0,,No dejes que te lo cuenten y vívelo tu mismo! Vuela en parapente con pilotos certificados! 🚩Mayor información al link del perfil  #parapente #Quito #Ecuador #planesquito ,24
18600,31306.0,ecuador,,321139.0,quito,,156965.0,paro,,229207.0,fyp,,42164.0,foryou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,Lo Mejor de la Musica Folklorica,Pueblo Nuevo,7203428957486581761,A mi lindo Ecuador,False,656900,quito,36100000000.0,,#ecuador #quito #paro #fyp #foryou ,22
58100,321139.0,quito,,1621761749299365.0,quito_ecuador🇪🇨,,323742.0,comida,Aquí encontrarás todo sobre #Comida. Descubre el mundo con cientos de platos creativos 🍱 🌽🍔,71544.0,plan,,6946626.0,relacion,,5655.0,new,,229207.0,fyp,,740596.0,cafeteria,,45357.0,amigos,Comparte los momentos más únicos con tus amigos y ¡Celebra la amistad en TikTok!,21060.0,cinema,Qual seu filme favorito da vida? Qual último filme que você assistiu - e que te deixou preso no enredo até agora? Qual filme você está doido para assistir? Conta pra gente! Celebre a sétima arte com a #Cinema 🎬,21258.0,dia,,1809572.0,tarde,,104270.0,noche,,622915.0,coolplace,,66040732.0,juegosdivertidos,,323742.0,comida,Aquí encontrarás todo sobre #Comida. Descubre el mundo con cientos de platos creativos 🍱 🌽🍔,446515.0,diversion,,1248236.0,asmr,All the soothing sounds you need to massage your brain.,65243.0,parati,,2006.0,game,,5855.0,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,Golden Hour: Piano Version,Andy Morris,7169970585156454402,Golden Hour: Piano Version,False,1200000,quito,36100000000.0,,Lugares cool para visitar en Quito 📍❤️ . Les traemos algunos lugares lindos para que puedan visitarlos y pasar cool con tus amigos/ novi@/ familia ⭐️  Agradecemos mucho su apoyo y esperamos les guste nuestro contenido “muuuuy original” . Pronto tendrán mas videitos de los lugares con sus recomendaciones y precios ✨  .  Con cariño: Nico & Eri  #quito #quito_ecuador🇪🇨 #comida #plan #relacion #new #fyp #cafeteria #amigos #cinema #dia #tarde #noche #coolplace #juegosdivertidos #comida #diversion #asmr #parati #game #city @Roca Roja | Ceramic Café @Vista Hermosa @Mundo Kart @,20
47800,,,,321139.0,quito,,1676762465441793.0,lugaresquito,,7216359.0,uio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,ゲンダイ,フレネシ,6846779189182334977,レイテンシーガール,False,567800,quito,36100000000.0,,Los dulces virales de tiktok en 📍Quito??? 🫶🏻🌸🩷 hay tantas cosas en @MHT Outlet que siempre regreso ✨🎀 #quito #lugaresquito #uio ,19
35800,65243.0,parati,,42164.0,foryou,,3309.0,aventura,,321139.0,quito,,1582688.0,concierto,,1663935709411330.0,capcut,"CapCut is a new, easy-to-use video editing tool designed for mobile platforms. CapCut provides users with a wide range of video editing functions, filters, audio &amp; visual effects, video templates, while keeping it free of charge and ads-free. Everyone can be a creator by using CapCut. Start creating your cool videos today: https://capcut.onelink.me/XKqI/228cad85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,,DjJoeMix Nj,7340487926067399467,original sound,True,437100,quito,36100000000.0,,😔🫣#parati #foryou #aventura #quito #concierto #CapCut ,17
2208,229207.0,fyp,,42164.0,foryou,,65243.0,parati,,451781.0,delivery,,321139.0,quito,,1592305704978438.0,ecuador🇪🇨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,Motivational Corporate Music,StereojamMusic,7060510140437317634,Success Inspirational,False,72900,quito,36100000000.0,,Más control a deliveries en Quito. 🛵#fyp #foryou #parati #delivery #quito #ecuador🇪🇨 ,73
631200,7.342515354557481e+18,jennyestrellaatelier,,1664513154592774.0,jennyestrella,,83687686.0,graduación,,1609377390726149.0,modapersonalizada,,1665093277650949.0,estiloúnico,,22356511.0,quitoecuador,,321139.0,quito,,31306.0,ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,,xxtristanxo,7111859685875010346,lights sped up,True,5200000,quito,36100000000.0,,"Entregamos este hermoso vestido de graduación color vino, diseñado con un elegante partido. Su complemento perfecto: un conjunto de guantes y una capa pequeña a juego que completan su estilo único. Cada vestido es realizado a medida, asegurando un ajuste perfecto y una apariencia deslumbrante ✨️ #JennyEstrellaAtelier #jennyestrella #Graduación #ModaPersonalizada #EstiloÚnico #QuitoEcuador #Quito #Ecuador",12
123900,31306.0,ecuador,,19336.0,humor,¡Es hora de reírte como nunca! Los videos más divertidos están aquí en TikTok. 😂😂😂,321139.0,quito,,241139.0,guayaquil,,1591315688652802.0,tiktokecuador,,2892473.0,tendencia,,20884.0,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,,Ivan Farah,7382951025688857350,original sound,True,921800,quito,36100000000.0,,Hola quito❤️❤️ #ecuador #humor #quito #guayaquil #tiktokecuador #tendencia #viral ,12
551,2943614.0,cocina,,1595056594918405.0,ecuadortiktok,,65243.0,parati,,1642885709229062.0,cocinaentiktok,Alerta foodies y amantes de la cocina. ¡Este es vuestro hashtag! Utiliza #CocinaEnTikTok para compartir tus mejores recetas y descubrir muchas más 👨‍🍳🍳🥨,229207.0,fyp,,1708603329137666.0,viralvideostiktoks,,1661907823913990.0,cocinaecuatoriana,,62432763.0,foodporm,,1592305704978438.0,ecuador🇪🇨,,20977956.0,quito_ecuador,,33019.0,explore,Show us how you #Explore the world,28576211.0,recetas,,801886.0,greenscreen,"Try out the #GreenScreen Creative Effect! Check out the latest trends using #greenscreen for some inspiration. Just pick an image from your camera roll, stand in front of a plain background, and make the next TikTok masterpiece.",1664119477821441.0,fypシ゚viral,,42164.0,foryou,,23495765.0,receta,"Whether it's a family favorite, or something you've found on TikTok, empieza a cocinar y muéstranos your best #Receta.",1599163184670722.0,foodtiktok,"Your one-stop shop for perfect recipes, delicious desserts, and food inspiration.",42164.0,foryou,,5718.0,food,,1592528792523778.0,viraltiktok,,31306.0,ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,Serenata,Bolero Soul,6952952195026864129,Historia De Un Amor,False,15600,quito,36100000000.0,,"En Cocina de un Ecuatoriano Vol.28 🇪🇨 Hoy quiero compartirles una de las recetas más deliciosas para estos días que comienzan a hacerse un poco más fríos. Ya de entrada a diciembre el zapallo toma un importante lugar en nuestras mesas, es perfecto para muchísimas preparaciones y este pastel en serio te va a encantar.  Ingredientes:  -300g de puré de zapallo (cocinado con especias) -3 huevos -1 taza de aceite  -3/4 taza de azúcar  -1 cdta de canela en polvo -1 cdta de jengibre en polvo -1 cda de polvo para hornear -1 cda de bicarbonato de sodio  -2 tazas de harina  -1/2 cda de vainilla -Frutos secos de tu elección  . . . #cocina #ecuadortiktok #parati #cocinaentiktok #fyp #viralvideostiktoks #cocinaecuatoriana #foodporm #ecuador🇪🇨 #quito_ecuador #explore #recetas #greenscreen #fypシ゚viral #foryou #receta #foodtiktok #foryou #food #viraltiktok #ecuador ",54
550,321139.0,quito,,31306.0,ecuador,,266746.0,sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,,👧🏻🎀,7286627969031867142,Kendall Saray,True,4067,quito,36100000000.0,,Al natural 💋. #quito #ecuador #sur ,14
178000,,,,16074240.0,parqueaquatico,,3752263.0,parque,,31306.0,ecuador,,321139.0,quito,,880538.0,bosque,,2830773.0,dinosaurios,,11968631.0,parquetematico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,Una Foto Remix - Nicki Nicole,Nicki Nicole,7319661112310990850,Una Foto Remix - Nicki Nicole,False,5000000,quito,36100000000.0,,"Que lugar 😍 cuando llegue parecia que fuera de otro país, pero no … esto es Ecuador, ubicado a 20 minutos del Aeropuerto en Quito, se llama @AQUARIVERPARK   #parqueaquatico #parque #ecuador #quito #bosque #dinosaurios #parquetematico ",26
1176,1621761749299365.0,quito_ecuador🇪🇨,,321139.0,quito,,67226255.0,motul,,103840.0,yamaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,,🍓TITI🧿🏍💨,7390139644274838278,sonido original,True,34100,quito,36100000000.0,,Cambio de aceite de mi moto 🏍️💨 #quito_ecuador🇪🇨  #quito  #motul  #yamaha ,154
2761,5592944.0,morat,"¡Vive la experiencia #Morat en TikTok! Sube tus covers, comparte los mejores momentos de sus shows y disfruta de las canciones de la banda del momento. 🎶",31306.0,ecuador,,20884.0,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,1582688.0,concierto,,321139.0,quito,,241139.0,guayaquil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,Balas Perdidas - Edición Especial,Morat,6791504481780500481,Mi Suerte,False,64300,quito,36100000000.0,,Se ganaron un 20% OFF en sus entradas de #Morat 👀 ¿ya compraste las tuyas?  Adquiérelas YA en www.ticketshow.com.ec  #Ecuador #Viral #Concierto #Quito #Guayaquil @Morat ,60
354,229207.0,fyp,,42164.0,foryou,,34626.0,videogames,,321139.0,quito,,1592305704978438.0,ecuador🇪🇨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,,Draganov89,6873501791145691137,Epic Music(863502),False,7556,quito,36100000000.0,,Videojuego prehispánico explora Quito. 🎮🇪🇨#fyp #foryou #videogames #quito #ecuador🇪🇨 ,40
310100,1670421551780869.0,fullautos,,7953.0,cars,,321139.0,quito,,31306.0,ecuador,,811562.0,tunning,,1633613342846981.0,tunningcars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,Tendance électro française,Compilation Electro-House,6703193164502534146,Alors on danse,False,5800000,quito,36100000000.0,,Somos Full Autos! 😎 #fullautos #cars #quito #ecuador #tunning #tunningcars ,24
51800,17167.0,outfit,,321139.0,quito,,31306.0,ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,Humanos a Marte,Chayanne,6715211692675975170,Humanos a Marte,False,870000,quito,36100000000.0,,Yo tambien queria ser popular #outfit #quito #ecuador ,15
4107,1678224374669318.0,nerviovago,,12455944.0,ansiedad,,1582339.0,depresion,,917540.0,fobia,,12261807.0,psiquiatra,,1593872008950790.0,saludmental,"Unámonos como comunidad para acabar con los estigmas y asegurarnos de que todxs tengan los recursos y el apoyo que necesitan. En esta página podrás descubrir y aprender sobre temas de #SaludMental de la mano de creadores y organizaciones que ponen a la cabeza el bienestar, ofreciendo recursos esenciales.",31306.0,ecuador,,321139.0,quito,,1646430844594181.0,citimed,,7.133349871159312e+18,psiquiatriahumanizada,,82920214.0,panico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,,Dra. Julieta Ríos Psiquiatra,7390026392159357702,sonido original,True,116400,quito,36100000000.0,,#nerviovago #ansiedad #depresion #fobia #psiquiatra #saludmental #ecuador #quito #citimed #psiquiatriahumanizada #panico ,123
284200,2132.0,wizkid,,6958755.0,machala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,machala,False,False,Machala,Carterefe,7123245727303699206,Machala,False,3400000,machala,3600000000.0,,#wizkid #machala ❤️🦅,13
1100000,4475893.0,terremoto,,6958755.0,machala,,31306.0,ecuador,,20884.0,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,65243.0,parati,,229207.0,fyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,machala,False,False,,Versa,7212040290819541765,sonido original,True,62600000,machala,3600000000.0,,😭😭😭 #terremoto #machala #ecuador #viral #parati #fyp ,15
17800,6958755.0,machala,,31306.0,ecuador,,18773391.0,christiannodal,,1197888.0,angelaaguilar,,7.380177187565109e+18,christianyangelaenmachala,,7.38017756713268e+18,chistianyangela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,machala,False,False,,NoticiasTicToc,7380177916921203499,original sound,True,1500000,machala,3600000000.0,,"Christian y Angela llegaron a Machala, Ecuador para el concierto que dara Nodal #machala #ecuador #christiannodal #angelaaguilar #christianyangelaenmachala #chistianyangela ",34
25300,13895324.0,ultimahora,,5867139.0,tragedia,Era uma vez... ❤️,85446789.0,cronica,,31306.0,ecuador,,1672948494556166.0,machala_ecuador🇪🇨,,8245904.0,noticias,,23670182.0,eloro,,20884.0,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,40208088.0,sucesos,,76414.0,news,,1592305704978438.0,ecuador🇪🇨,,1609171251725318.0,criminalistica,,26771.0,crime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,machala,False,False,,takaya,6817193198436255745,"Suspense, horror, piano and music box",False,1200000,machala,3600000000.0,,"Noticia de ultima hora en Machala. Producto de un ataque en la calle Buenavista y Arizaga, se registró el deceso de una persona, y otra quedó gravemente herida.  #ultimahora #Tragedia #Cronica #Ecuador #machala_ecuador🇪🇨 #Noticias #ElOro #Viral #sucesos #news #ecuador🇪🇨 #criminalistica #crime ",38
33500,1592305704978438.0,ecuador🇪🇨,,1672948494556166.0,machala_ecuador🇪🇨,,6958755.0,machala,,1637342470396934.0,fypシ,,65243.0,parati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,machala,False,False,,UVST,7178959993294277382,sonido original,True,1200000,machala,3600000000.0,,Tuti ya esta en Machala 🛒 #ecuador🇪🇨 #machala_ecuador🇪🇨 #machala #fypシ #parati ,21
51100,6958755.0,machala,,1693592789758977.0,carterefe,,7.006968691782844e+18,berritiga,,49494.0,songlyrics,,7.035702386085593e+18,kingflickr,,118721.0,afrobeats,Catch these immaculate vibes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,machala,False,False,,Lyrics🥶🥶,7250374226182556422,original sound,True,696100,machala,3600000000.0,,#machala #carterefe #berritiga #songlyrics #kingflickr #afrobeats ,31
210,6958755.0,machala,,28707.0,film,Welchen #Film hast du schon 1000 Mal gesehen und bekommst trotzdem nicht genug? 📽,14692.0,drone,,1964304.0,turismo,,443256.0,viaje,"Playa o montaña, ciudad o pueblo, por tu país o por el extranjero... ¡Comparte tus mejores momentos y tips de #Viaje! ✈️🗺️",7009295.0,paisajes,,736505.0,alturas,,31306.0,ecuador,,65243.0,parati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,machala,False,False,,Javier Valdiviezo,7326726306199620357,sonido original,True,11700,machala,3600000000.0,,Machala capital bananera del mundo #machala #film #drone #turismo #viaje #paisajes #alturas #ecuador #parati ,30
