diggCount,createTimeISO,hashtags_0_name,hashtags_0_title,hashtags_1_name,hashtags_1_title,hashtags_2_name,hashtags_2_title,hashtags_3_name,hashtags_3_title,hashtags_4_name,hashtags_4_title,hashtags_5_name,hashtags_5_title,hashtags_6_name,hashtags_6_title,hashtags_7_name,hashtags_7_title,hashtags_8_name,hashtags_8_title,hashtags_9_name,hashtags_9_title,hashtags_10_name,hashtags_10_title,hashtags_11_name,hashtags_11_title,hashtags_12_name,hashtags_12_title,hashtags_13_name,hashtags_13_title,hashtags_14_name,hashtags_14_title,hashtags_15_name,hashtags_15_title,hashtags_16_name,hashtags_16_title,hashtags_17_name,hashtags_17_title,hashtags_18_name,hashtags_18_title,hashtags_19_name,hashtags_19_title,hashtags_20_name,hashtags_20_title,hashtags_21_name,hashtags_21_title,hashtags_22_name,hashtags_22_title,hashtags_23_name,hashtags_23_title,hashtags_24_name,hashtags_24_title,hashtags_25_name,hashtags_25_title,hashtags_26_name,hashtags_26_title,hashtags_27_name,hashtags_27_title,hashtags_28_name,hashtags_28_title,hashtags_29_name,hashtags_29_title,hashtags_30_name,hashtags_30_title,hashtags_31_name,hashtags_31_title,hashtags_32_name,hashtags_32_title,hashtags_33_name,hashtags_33_title,hashtags_34_name,hashtags_34_title,hashtags_35_name,hashtags_35_title,hashtags_36_name,hashtags_36_title,hashtags_37_name,hashtags_37_title,hashtags_38_name,hashtags_38_title,hashtags_39_name,hashtags_39_title,hashtags_40_name,hashtags_40_title,hashtags_41_name,hashtags_41_title,hashtags_42_name,hashtags_42_title,hashtags_43_name,hashtags_43_title,hashtags_44_name,hashtags_44_title,hashtags_45_name,hashtags_45_title,hashtags_46_name,hashtags_47_name,hashtags_47_title,hashtags_48_name,hashtags_48_title,input,isAd,isMuted,musicMeta_musicName,searchHashtag_name,searchHashtag_views,videoMeta_duration
553800,2024-02-10T12:00:00.000Z,freefire,,freefire_lover,,freefirekelly,,fyp,,gaming,"Stock up on extra lives, because we're celebrating the #Gaming community. Show us what you're playing, where you play, and your top recommendations!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,free,false,false,原聲 - Kall Me Kelly,free,68200000000,20
552200,2024-07-05T18:32:55.000Z,dibumartinez,,emilianomartinez🇦🇷,,emilianomartinez,,dibu,,argentina,,scaloneta,,copaamerica,See the best moments from the CONMEBOL Copa América on TikTok! ⚽️🌟,fyp,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,foryou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,false,false,Mas Lentito,quito,36100000000,19
551300,2024-01-26T04:16:11.000Z,miamistad,,capcut,"CapCut is a new, easy-to-use video editing tool designed for mobile platforms. CapCut provides users with a wide range of video editing functions, filters, audio &amp; visual effects, video templates, while keeping it free of charge and ads-free. Everyone can be a creator by using CapCut. Start creating your cool videos today: https://capcut.onelink.me/XKqI/228cad85",maimiloj,,milo,,amor,,pareja,"¡Romance, disgustos, bromas y la mejor compañía! 💓 Muestre tus mejores momentos en #Pareja",capcutmexico,,plantillas_edits,,plantillascapcut,,plantillagratis,,plantillas,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratis,false,false,09.09.23,gratis,18300000000,14
551200,2024-04-24T20:59:23.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,false,false,original sound,ad,525800000000,23
55100,2024-07-03T12:14:45.000Z,contenido,,santodomingoecuador🇪🇨,,fypp,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,concierto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,santodomingoecuador,false,false,original sound,santodomingoecuador,1700000000,15
551,2024-06-16T22:09:49.000Z,cocina,,ecuadortiktok,,parati,,cocinaentiktok,Alerta foodies y amantes de la cocina. ¡Este es vuestro hashtag! Utiliza #CocinaEnTikTok para compartir tus mejores recetas y descubrir muchas más 👨‍🍳🍳🥨,fyp,,viralvideostiktoks,,cocinaecuatoriana,,foodporm,,ecuador🇪🇨,,quito_ecuador,,explore,Show us how you #Explore the world,recetas,,greenscreen,"Try out the #GreenScreen Creative Effect! Check out the latest trends using #greenscreen for some inspiration. Just pick an image from your camera roll, stand in front of a plain background, and make the next TikTok masterpiece.",fypシ゚viral,,foryou,,receta,"Whether it's a family favorite, or something you've found on TikTok, empieza a cocinar y muéstranos your best #Receta.",foodtiktok,"Your one-stop shop for perfect recipes, delicious desserts, and food inspiration.",foryou,,food,,viraltiktok,,ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,false,false,Historia De Un Amor,quito,36100000000,54
55000,2024-01-04T18:29:39.000Z,localemagazine,,carmelbythesea,,monterey,,bigsur,,cottagecore,"Flower prints, knitting, plants and mushrooms. Show us your #Cottagecore life.",fairytalecottage,,storybook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,false,false,Pure Imagination (Lofi),local,6900000000,24
550,2024-07-11T02:56:01.000Z,quito,,ecuador,,sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,false,false,Kendall Saray,quito,36100000000,14
55,2024-05-16T03:51:41.000Z,machala200,,machala_bicentenaria,,machala_la_bella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,machala,false,false,sonido original,machala,3600000000,21
549,2024-07-11T03:06:23.000Z,mispequeñosactores,,circo,,guayaquil,,beso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guayaquil,false,false,sonido original,guayaquil,36900000000,56
548600,2024-02-19T01:15:10.000Z,gatos,,cosasdegatos,,tienda,,miscelanea,,humordegatos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tienda,false,false,original sound,tienda,9700000000,16
54800,2024-07-01T19:36:32.000Z,kpop,"No matter who you stan, we're here for all things #KPop.",santacruz,,bolivia,,korean,,comidacoreana,,koreanfood,,kpoporiginal,,tiendakpop,,fyp,,parati,,foryou,,green,,foryoupage,,twice,,lovely,,lovelies,,once,,onces,,sana,,nayeon,,jeongyeon,,momo,,jihyo,,mina,,dahyun,,chaeyoung,,tzuyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tienda,false,false,original sound,tienda,9700000000,8
5476,2023-03-11T12:54:31.000Z,lojaderoupas,,roupas,,vestidos,,cropes,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,tiktok,,trend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,loja,false,false,som original,loja,8300000000,13
547500,2024-02-15T15:00:17.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratis,false,false,Hiding Hiding X Amandel Hard,gratis,18300000000,24
5475,2024-06-11T02:24:50.000Z,conciertos,,machala_ecuador🇪🇨,,eloroecuador🇪🇨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,machala,false,false,sonido original,machala,3600000000,38
5474,2023-09-22T23:11:27.000Z,ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambato,false,false,Almas Inseparables,ambato,4600000000,19
547,2024-07-10T18:33:15.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,promo,false,false,original sound,promo,32100000000,31
547,2024-07-11T02:56:01.000Z,quito,,ecuador,,sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecuador,false,false,Kendall Saray,ecuador,195300000000,14
546300,2024-01-15T16:23:29.000Z,korea,,corea,,seoul,,seul,,coreadelsur,,southkorea,,tiendadeconvenienciacoreana,,tiendadeconveniencia,,jamescorea,,conveniencestore,,koreanconveniencestore,,jamestiendadeconveniencia,,asmr,All the soothing sounds you need to massage your brain.,bebidascoreanas,,hielocorea,,vasoscorea,,koreansnacks,,comidacoreana,,koreanfood,,🇰🇷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tienda,false,false,sonido original,tienda,9700000000,131
5453,2023-09-18T02:55:09.000Z,balonesecuador,,balonespersonalizados,,balonpersonalizado,,pelotaconfotos,,pelotanovio,,futbolecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,promoecuador,false,false,SOMETHING S TRIGGERED,promoecuador,748100,15
54500,2024-04-15T08:44:52.000Z,mr_local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,false,false,original sound,local,6900000000,16
54500,2023-12-11T16:08:37.000Z,humor,¡Es hora de reírte como nunca! Los videos más divertidos están aquí en TikTok. 😂😂😂,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,latinoamerica,,ecuatorianosenespaña,,ecuatorianosporelmundo🇪🇨🌏💫,,quito,,guayaquil,,santodomingoecuador,,ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,santodomingoecuador,false,false,sonido original,santodomingoecuador,1700000000,216
544900,2023-10-27T16:35:44.000Z,parati,,ambato_ecuador🇪🇨🇪🇨,,fypシ,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,foryoupage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambato,false,false,sonido original,ambato,4600000000,7
544300,2024-06-30T23:14:55.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tienda,false,false,YO BUNNY BY UGLYANDZ prodbycpkshawn,tienda,9700000000,15
544100,2024-06-05T22:59:27.000Z,apoyandoalcomerciolocal,,emprendimiento,"Aprende más acerca de lo bueno, lo ,malo, lo divertido del #Emprendimiento",zumpangodelrioguerrero,,mmmquericaschamoyadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,false,false,sonido original,local,6900000000,88
544,2024-05-31T18:07:58.000Z,indirimliürünler,,gratis,,keşfet,https://m.tiktok.com/magic/eco/runtime/release/60c316c395fb69030c86725a?appType=muse?magic_source=CM,sıra,,ürün,,makeup,"From everyday looks to all out glamour, show us your makeup skills 💄",fyp,,indirim,,makyaj,Senin #makyaj sırların neler? 👀,beklemek,,foryour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratis,false,false,talha,gratis,18300000000,5
542000,2024-04-02T20:20:47.000Z,comedia,"¡El rincón de la risa en TikTok! Disfruta y comparte los mejores memes, chistes e historias de comedia para divertir a todos en casa.",tienda,,calor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tienda,false,false,sonido original,tienda,9700000000,69
5418,2024-07-10T06:35:18.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comercial,false,false,sonido original,comercial,3100000000,17
541500,2024-03-19T08:09:03.000Z,,,,,,,fyp,,carterefe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,machala,false,false,original sound,machala,3600000000,92
541300,2024-03-14T17:17:07.000Z,fy,,publicidades,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,isabellebbb24,,bigbrother,,edit,Llevando tu contenido al siguiente nivel 🔥 todos los trucos y tips para aprender a editar tus videos en TikTok.,spiderampx,,aligntmotion,,alightmotionedit,,isabellecunha,,bigbrotherbrasil,,bbb24,Saiba tudo sobre o seu reality show favorito aqui no TikTok!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publicidad,false,false,som original,publicidad,59000000000,12
540200,2024-04-18T15:14:17.000Z,unfreeze,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,fyp,,trending,"Discover the top viral trends, sounds and effects of the week! 🔥",rehanullah912,,unfreeze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,free,false,false,original sound - Free Palestine 🇵🇸,free,68200000000,30
540,2022-11-20T22:04:42.000Z,ecuador🇪🇨,,viajero,,tungurahua,,espiritualidad,,ambato_ecuador,,bañosdeaguasanta,,ecuadoramalavida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambato,false,false,Nature Sounds - Birds,ambato,4600000000,18
540,2024-07-11T00:36:07.000Z,cuenca_ecuador🇪🇨❤,,futbol⚽️,,futbolista,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,peloteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cuenca,false,false,sonido original,cuenca,11700000000,45
54,2024-06-28T21:25:01.000Z,diyarbakır,,gratis,,keşfet,https://m.tiktok.com/magic/eco/runtime/release/60c316c395fb69030c86725a?appType=muse?magic_source=CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratis,false,false,Mücadele Gazetesi - orijinal ses,gratis,18300000000,11
54,2024-07-10T22:22:52.000Z,,,nissan,,publi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publi,false,false,Hip Hop Background(859131),publi,33700000000,29
54,2024-02-26T02:37:10.000Z,parati,,foryou,,fyp,,pt,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,paisaje,,noche,,night,,reloj,,travel,"🌟The world is a book and those who don't travel read only one page 🏄🌴Now recollect your best travel memories from your camera roll, 📷and share the stories behind!",viaje,"Playa o montaña, ciudad o pueblo, por tu país o por el extranjero... ¡Comparte tus mejores momentos y tips de #Viaje! ✈️🗺️",allyouneedisecuador,,ecuador,,ambato,,lugaresparavisitar,,lugaresnocturnos,,contenido,,enalgunlugardelmundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambato,false,false,sonido original,ambato,4600000000,12
54,2024-07-11T02:36:35.000Z,lomejor,,parati,,auto,,carro,,aspiradora,,pfy,,ecuador,,guayaquil,,ecuador_guayaquil,,quito,,paratiiiii,,barato,,online,,ventas,,ventasonline,,mayorista,,importadora,,economico,,barato,,negocio,,emprendimiento,"Aprende más acerca de lo bueno, lo ,malo, lo divertido del #Emprendimiento",hogar,,casa,"Porque no hay ningún lugar como el hogar. ¡Muéstranos tu rincón favorito, hacks y consejos para la casa! 🏡",airpods,,audifonosbluetooth,,portatil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guayaquil,false,false,original sound,guayaquil,36900000000,32
54,2024-07-10T21:41:27.000Z,mochilas,,kawai,,paratii,,mochilasbonitas,,impermeables,,fyp,,promoshop,,ecuador,,ecuador🇪🇨,,guayaquil_ecuador,,guayaquil,,ecuador,,enviosnacionales,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,viralvideo,,nacional,,fypシ,,tiktokindia,Be the change.musical.ly is now TikTok@indiatiktok #tiktokindia,tiktoknews,,viraltiktok,,paratii,,fypage,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,envios,,mochilas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,promoecuador,false,false,Si Antes Te Hubiera Conocido,promoecuador,748100,29
53900,2024-05-04T18:39:21.000Z,ofertas,,mundomovil,,smarttv,,metrocenter,,capitolio,,ccs,,deliverygratis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ofertas,false,false,sonido original,ofertas,14200000000,26
53900,2023-11-12T03:36:50.000Z,lingtex,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,centrodequito,,chinahogar,,quitonorte,,quitosur,,ventaspormayor,,tendencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,false,false,Muñekita,quito,36100000000,41
53900,2024-06-02T20:04:12.000Z,2dejunio,,mexico,México lindo y querido! 🇲🇽🇲🇽 No olvides utilizar el tag #mexico en tu video!,elecciones2024,,cosasgratis,,gratis,,promociones,,promo,,starbucks,,nutrisa,,sallybeauty,,parati,,fy,,promogratis,,cafegratis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratis,false,false,Paloma Ajena,gratis,18300000000,33
538,2024-06-28T04:55:00.000Z,farmatodo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ofertas,true,false,sonido original - Farmatodo Colombia,ofertas,14200000000,33
537700,2024-05-03T13:29:11.000Z,brazilian,,brazilianphonk,,messi,,drogba,,kobebryant,,comercial,,edit,Llevando tu contenido al siguiente nivel 🔥 todos los trucos y tips para aprender a editar tus videos en TikTok.,capcut_edit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comercial,false,false,BRAZILIAN DANÇA PHONK - Sped Up,comercial,3100000000,68
5370,2022-05-02T19:58:22.000Z,,,danielschiffer,,broll,,foodbroll,,foodcommercial,,premierepro,,moroccan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comerciales,false,false,original sound,comerciales,789600000,30
5370,2022-05-02T19:58:22.000Z,,,danielschiffer,,broll,,foodbroll,,foodcommercial,,premierepro,,moroccan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anuncio,false,false,original sound,anuncio,1900000000,30
53600,2024-06-07T01:13:30.000Z,magia,,magic,"Show us your mystical magical tricks in a musical, and make sure to tag it!",trucos,,magictrick,,detrasdecamaras,Esto es lo que pasa detrás de cámaras… 😅,fyp,,ivomagia,,humor,¡Es hora de reírte como nunca! Los videos más divertidos están aquí en TikTok. 😂😂😂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publi,false,false,sonido original,publi,33700000000,35
53400,2024-06-14T19:02:26.000Z,localvaisayed,,foryou,,foryoupage,,viraltrend,,trending,"Discover the top viral trends, sounds and effects of the week! 🔥",fyp,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,kabirfaisal443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,false,false,original sound,local,6900000000,16
533400,2024-03-23T16:55:34.000Z,freefire,,freefiremax,,miminbooyahid,,ff,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,fyp,,booyahramadan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,free,false,false,original sound - Garena Free Fire ID,free,68200000000,13
53100,2024-04-17T23:56:12.000Z,tipicohelado,,nieve,,mangos,,aguas,,chamoy,,antojito,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,antojitosmexicanos,,refrescante,,chistoso,,nebraska,,verano,"¡El #verano ya está aquí y queremos vivirlo contigo! Comparte tus recetas de verano favoritas, tus planazos para estas vacaciones, mejores outfits veraniegos... 🥗🧉🏝✈️⛱",frutas,,comercial,,marketingnotiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comercial,false,false,EL AFERRAFTER,comercial,3100000000,19
53100,2024-04-17T23:56:12.000Z,tipicohelado,,nieve,,mangos,,aguas,,chamoy,,antojito,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,antojitosmexicanos,,refrescante,,chistoso,,nebraska,,verano,"¡El #verano ya está aquí y queremos vivirlo contigo! Comparte tus recetas de verano favoritas, tus planazos para estas vacaciones, mejores outfits veraniegos... 🥗🧉🏝✈️⛱",frutas,,comercial,,marketingnotiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comerciales,false,false,EL AFERRAFTER,comerciales,789600000,19
53000,2024-04-14T18:19:28.000Z,babymonster,,anuncio,,fyp,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anuncio,false,false,sonido original,anuncio,1900000000,159
53,2024-07-10T22:33:28.000Z,ecuador🇪🇨,,fyp,,paratii,,fyppppppppppppppppppppppp,,ecuador🇪🇨,,guayaquil_ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guayaquil,false,false,sonido original,guayaquil,36900000000,23
53,2024-07-11T02:29:48.000Z,,,sheccs,,descuento,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,todo10,,departamemtodedamas,,vestidos,,ropa,,shein,,sheinviral,,ropashein,,sheinvzla,,sheinvenezuela,,ofertas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comercial,false,false,She Share Story (for Vlog),comercial,3100000000,62
529700,2024-03-02T02:48:57.000Z,cuenca,,loja,,guayaquil,,pupillos,,puposecuador,,pupillosdefutbol,,messibalondeoro,,pupillosmessi,,quito_ecuador🇪🇨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guayaquil,false,false,sonido original,guayaquil,36900000000,18
529700,2024-03-02T02:48:57.000Z,cuenca,,loja,,guayaquil,,pupillos,,puposecuador,,pupillosdefutbol,,messibalondeoro,,pupillosmessi,,quito_ecuador🇪🇨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,false,false,sonido original,quito,36100000000,18
529400,2024-06-21T23:29:16.000Z,,,melab3,,manchas,,publicidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publicidad,true,false,sonido original,publicidad,59000000000,33
52700,2024-04-15T20:06:42.000Z,avatarworldgame,,avatarworldtinaavatarworld,,tocalifeworld,,bighousemaker,,housemaker,,pazu,,backyard,,quintal,,mansion,,ideas,,houseidea,,ideiascasa,,free,,gratis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratis,false,false,son original,gratis,18300000000,38
52600,2023-08-29T23:16:37.000Z,televisores,,quito,,ecuador,,bestpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,false,false,Tarantino (feat. STARX),quito,36100000000,21
52500,2024-03-19T12:00:46.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,sonido original,,,15
